Type,ACES,ASII,ICBP,MDKA,SMGR,ADRO,BBCA,INCO,MEDC,TLKM,AKRA,BBNI,INDF,PGAS,UNTR,AMRT,BBRI,INKP,PGEO,UNVR,ANTM,BMRI,ITMG,ARTO,BRPT,KLBF,PTBA
2011-04-03,260,5790,2600.0,,9523,2275,1420,4707,542,1460,296,1975,5350,3875,20623,285,1141,1680,,3090,1953,1713,48100,,93,695,4390
2011-03-27,260,5790,2500.0,,9174,2275,1380,4683,542,1430,298,1875,5200,3800,21680,290,1044,1690,,3200,1890,1575,48400,,99,625,4190
2011-03-20,260,5400,2500.0,,8377,2375,1310,4535,537,1340,292,1813,4850,3650,21055,265,976,1610,,3120,1806,1500,48250,,100,590,4080
2011-03-13,260,5440,2375.0,,8776,2325,1360,4609,556,1460,324,1875,4825,3675,22497,263,1005,1650,,3360,1806,1538,42850,,103,620,4090
2011-03-06,245,5490,2388.0,,8776,2375,1360,5077,547,1460,316,1900,5000,3575,22545,263,1024,1520,,3340,1890,1550,44250,,100,585,3990
2011-02-27,235,5155,2325.0,,8476,2475,1220,4905,566,1490,314,1725,4800,3625,22161,258,922,1510,,3100,1827,1438,45200,,97,575,4000
2011-02-20,250,5300,2200.0,,8726,2425,1230,4929,628,1490,292,1775,4700,3875,22209,275,951,1530,,3100,1848,1475,47200,,103,585,3930
2011-02-13,245,4840,2188.0,,8327,2375,1190,4929,609,1520,276,1713,4650,3825,21680,273,898,1500,,2920,1827,1388,44250,,99,565,3880
2011-02-06,245,4870,2313.0,,8327,2450,1200,4831,632,1550,290,1700,4750,4225,21824,275,956,1580,,3150,1932,1463,47450,,101,580,4060
2011-01-30,265,5135,2363.0,,7728,2375,1160,4781,609,1550,292,1675,4800,4175,21103,270,995,1620,,2980,1890,1487,48000,,101,580,4030
2011-01-23,250,4715,2213.0,,7828,2350,1090,4584,556,1510,294,1600,4525,4075,19661,270,917,1610,,2850,1890,1377,47900,,102,550,4110
2011-01-16,265,4800,2375.0,,9025,2625,1210,4634,609,1500,334,1675,4875,4225,21296,288,1005,1660,,3210,2037,1414,53350,,112,610,4670
2011-01-09,280,4900,2438.0,,9324,2700,1280,4609,623,1470,322,1775,4725,4300,23651,290,956,1680,,3190,1995,1573,53500,,114,630,4560
2011-01-02,295,5455,2338.0,,9424,2550,1280,4806,642,1590,346,1938,4875,4425,22882,290,1024,1640,,3300,2058,1598,50750,,116,650,4590
2010-12-26,265,5255,2250.0,,9224,2525,1270,4658,594,1580,324,1838,4650,4225,22209,270,1005,1660,,3200,1974,1561,50350,,115,630,4240
2010-12-19,265,5030,2263.0,,9274,2300,1340,4362,585,1570,336,1888,4475,4325,22113,275,1000,1660,,3040,1932,1573,51000,,117,605,4170
2010-12-12,260,5390,2375.0,,9324,2600,1310,4634,628,1570,358,1988,4750,4475,22834,250,1073,1800,,3290,2079,1647,52350,,121,755,4400
2010-12-05,260,5275,2525.0,,9424,2375,1290,4535,618,1620,316,2350,4850,4450,23170,250,1112,1760,,3240,2037,1647,46800,,120,735,4310
2010-11-28,233,5415,2600.0,,9673,2325,1290,4584,623,1600,300,1860,4650,4325,23170,240,1083,1850,,3310,2121,1659,50750,,116,695,3990
2010-11-21,260,5530,2700.0,,9374,2450,1390,4806,689,1660,324,1825,4925,4475,24660,198,1161,1850,,3490,2163,1745,51750,,118,640,4230
2010-11-14,260,5680,2600.0,,9224,2400,1380,4732,699,1650,332,1825,4975,4325,21728,190,1171,1900,,3260,2163,1696,49900,,117,610,4080
2010-11-07,270,5670,2600.0,,9274,2275,1420,4683,737,1570,310,1872,5100,4375,21776,190,1180,1940,,3250,2184,1770,50500,,124,590,4070
2010-10-31,270,5700,2850.0,,9773,2100,1400,4683,775,1820,302,1849,5200,4050,21344,186,1112,2075,,3490,2142,1721,45200,,126,535,3930
2010-10-24,218,5615,2600.0,,9773,2250,1370,4658,742,1800,310,1837,4925,4025,19998,185,1059,2100,,3470,2163,1684,49500,,128,520,4020
2010-10-17,210,5625,2725.0,,9972,2225,1330,4880,699,1810,272,1896,5100,4175,19709,198,1024,2050,,3610,2100,1708,47500,,129,530,4080
2010-10-10,218,5695,2850.0,,9873,2050,1370,4831,651,1820,294,1837,5100,3825,19709,199,1024,2100,,3410,2016,1647,43250,,122,515,4140
2010-10-03,210,5960,,,9873,2050,1400,4880,632,1880,304,1742,5550,3850,19709,185,980,2325,,3420,2058,1684,41600,,128,510,3950
2010-09-26,205,5600,,,9474,2025,1300,4535,604,1780,280,1766,5450,3850,19421,155,976,2275,,3400,1911,1622,39800,,123,515,3980
2010-09-19,210,5470,,,9573,2150,1300,4584,594,1850,294,1801,5100,4075,19805,165,1015,2300,,3300,1953,1696,38650,,116,505,3700
2010-09-12,180,5350,,,8825,1940,1210,4264,580,1800,264,1742,4875,3850,18844,155,932,2325,,3280,1785,1549,38200,,111,485,3690
2010-09-05,177,5000,,,8975,1840,1200,4116,580,1810,252,1659,4550,3800,18219,116,927,2150,,3250,1764,1487,38000,,107,475,3630
2010-08-29,180,4750,,,8776,1990,1180,4264,580,1750,260,1623,4575,3950,17834,114,922,2025,,3310,1722,1450,39950,,107,465,3570
2010-08-22,178,4880,,,8875,2100,1200,4313,623,1760,266,1600,4225,4100,17979,111,937,2075,,3400,1743,1475,40100,,99,475,3270
2010-08-15,182,4830,,,8875,2075,1200,4141,632,1700,272,1493,4300,4100,18267,120,912,1880,,3290,1722,1450,38650,,100,460,3270
2010-08-08,183,4880,,,8626,2125,1200,4264,628,1680,264,1422,4150,4075,18844,111,917,1850,,3320,1848,1475,38700,,100,470,3270
2010-08-01,184,5070,,,9224,2000,1190,4067,570,1690,238,1434,4625,4050,19373,110,966,1760,,3390,1764,1475,37500,,105,490,3340
2010-07-25,185,5010,,,9174,2050,1200,4116,566,1630,226,1386,4425,4150,19132,125,971,1750,,3270,1722,1500,38550,,98,495,3300
2010-07-18,186,4975,,,9374,2025,1210,3672,551,1620,210,1351,4350,4100,18555,128,961,1820,,3290,1655,1500,38200,,99,465,3420
2010-07-11,187,4735,,,9075,2050,1170,3722,585,1560,210,1221,4325,3950,18027,115,907,1840,,3420,1638,1450,38850,,101,450,3470
2010-07-04,184,4630,,,8825,1990,1120,3648,570,1530,202,1090,4450,3825,17450,109,902,1850,,3400,1604,1414,37100,,101,400,3380
2010-06-27,179,4840,,,8476,2025,1150,3845,575,1590,216,1114,4050,3900,18652,105,922,2025,,3690,1701,1475,37800,,110,420,3480
2010-06-20,178,4855,,,8975,1980,1140,3943,590,1610,228,1149,4000,3950,18075,105,888,1860,,3360,1680,1463,38700,,103,420,3350
2010-06-13,177,4300,,,8576,1870,1090,3771,561,1570,212,1114,3875,3850,17642,100,849,1730,,3220,1613,1340,35600,,102,376,3280
2010-06-06,173,4495,,,8327,1940,1130,3771,580,1580,206,1161,3650,3875,17450,119,854,1790,,3250,1638,1364,35150,,101,378,3420
2010-05-30,173,4150,,,8277,1910,1060,3796,513,1520,192,1149,3575,3700,17017,100,815,1740,,3030,1604,1241,34150,,101,362,3390
2010-05-23,171,3800,,,7828,1840,1020,3672,523,1490,190,1090,3475,3500,15767,100,766,1830,,2830,1562,1229,32150,,105,354,3250
2010-05-16,172,4260,,,8227,2075,1050,4313,585,1530,204,1185,3675,3825,17642,100,824,2125,,3100,1743,1327,37950,,118,390,3640
2010-05-09,171,4020,,,7679,1930,985,4165,528,1520,194,1102,3475,3800,16296,104,810,2175,,2980,1743,1266,34300,,111,368,3440
2010-05-02,171,4715,,,8177,2200,1090,4929,561,1570,206,1232,3900,4100,18748,110,873,2325,,2770,2058,1426,39050,,125,415,3720
2010-04-25,171,4580,,,8227,2200,1140,5028,566,1610,202,1185,3825,4175,19084,124,854,2350,,2610,2037,1303,38900,,125,410,3600
2010-04-18,169,4290,,,8127,2225,1150,5028,575,1600,192,1102,3800,4100,18700,129,795,2400,,2520,2142,1254,39450,,126,405,3590
2010-04-11,162,4345,,,8078,2125,1110,4634,518,1620,192,1102,3775,3950,17834,90,795,2325,,2450,2037,1241,37750,,127,410,3530
2010-04-04,165,4450,,,7828,2025,1090,4634,485,1630,180,1102,3850,4275,17882,87,849,2275,,2430,2016,1291,38500,,128,366,3610
2010-03-28,166,4315,,,7529,1870,1150,4362,513,1640,198,1078,3925,4325,17979,89,820,2225,,2460,1827,1340,38500,,133,374,3560
2010-03-21,162,4010,,,7679,1880,1090,4215,509,1650,206,984,4150,4225,17113,90,780,2150,,2440,1848,1278,36400,,133,348,3270
2010-03-14,143,3900,,,7728,1880,1020,3943,513,1680,198,929,3850,4025,16585,88,732,2200,,2420,1806,1168,33000,,131,344,3200
2010-03-07,138,3680,,,7429,1850,1000,3919,485,1660,196,882,3725,3750,16200,90,707,2200,,2280,1785,1094,32200,,124,336,3120
2010-02-28,136,3625,,,7579,1830,975,3722,471,1660,204,905,3800,3625,16488,100,698,2050,,2300,1743,1100,31600,,120,312,3120
2010-02-21,135,3615,,,7629,1800,970,3697,466,1720,206,896,3850,3650,16392,100,737,2050,,2260,1743,1112,30000,,114,310,3180
2010-02-14,134,3530,,,7778,1840,925,3598,442,1740,208,901,3625,3650,15575,105,737,2050,,2280,1701,1082,30850,,117,320,3160
2010-02-07,146,3435,,,7529,1860,910,3426,433,1790,214,863,3525,3600,15335,90,707,2125,,2240,1680,1088,30100,,118,298,3230
2010-01-31,145,3595,,,7978,1890,1000,3524,456,1870,236,915,3600,3775,16200,85,746,2175,,2260,1785,1149,31400,,122,308,3440
2010-01-24,150,3380,,,8078,1940,965,3623,471,1860,245,924,3700,3725,16633,79,771,2100,,2310,1827,1149,31700,,126,276,3440
2010-01-17,148,3620,,,7778,1990,990,3722,475,1900,248,920,3800,3825,17738,75,761,2150,,2200,1869,1186,34200,,132,276,3570
2010-01-10,149,3440,,,7629,1960,970,3943,509,1870,220,934,3775,3975,15767,51,751,1870,,2230,1974,1174,32650,,137,272,3660
2010-01-03,151,3470,,,7529,1730,970,3598,466,1890,222,939,3550,3900,14902,52,746,1740,,2210,1848,1155,31800,,132,260,3450
2009-12-27,153,3400,,,7529,1700,945,3352,456,1920,197,920,3375,3825,14662,52,732,1760,,2230,1764,1119,30600,,129,260,3400
2009-12-20,152,3500,,,7479,1720,970,3475,475,2020,203,924,3475,3775,15239,46,737,1740,,2200,1827,1119,31400,,125,260,3460
2009-12-13,152,3400,,,7330,1750,965,3623,485,1960,222,948,3325,3975,14710,45,766,1760,,2200,1890,1149,29000,,128,254,3460
2009-12-06,154,3320,,,7230,1750,995,3697,504,1850,226,948,3300,4100,14614,45,771,1740,,2360,1995,1131,30250,,132,254,3590
2009-11-29,152,3200,,,7080,1670,935,3475,485,1750,218,920,3125,3575,14037,45,746,1750,,2190,1890,1075,27200,,128,250,3160
2009-11-22,150,3325,,,7379,1700,940,3820,528,1800,226,939,3200,3875,14998,45,751,1700,,2250,2016,1162,26750,,137,260,3110
2009-11-15,154,3270,,,7130,1710,950,3771,499,1750,228,934,3100,3625,14950,43,727,1700,,2090,1911,1155,25650,,138,258,2910
2009-11-08,158,3035,,,7379,1540,945,3943,513,1740,237,896,3050,3700,14421,42,727,1720,,2010,1953,1137,23600,,134,256,2890
2009-11-01,151,3130,,,6831,1540,915,3993,518,1680,216,877,3075,3625,14421,42,693,1800,,2020,1911,1149,22750,,138,244,3040
2009-10-25,142,3265,,,6681,1620,955,4215,580,1730,212,960,3250,3675,15287,42,741,1900,,2100,2163,1155,23650,,155,258,2990
2009-10-18,130,3290,,,6931,1460,940,4165,599,1740,216,972,3175,3750,16104,42,776,1830,,2190,2205,1198,24300,,155,270,2940
2009-10-11,129,3355,,,6632,1400,950,4091,594,1710,214,960,3100,3550,14902,42,785,1780,,2200,2205,1198,23250,,148,264,2820
2009-10-04,122,3265,,,6283,1400,1010,4067,618,1710,216,995,2925,3725,14614,42,751,1800,,2180,2100,1186,24050,,149,262,2840
2009-09-27,122,3130,,,6532,1400,915,4116,551,1730,197,960,2925,3625,14277,48,741,1810,,2140,2100,1112,23800,,150,244,2830
2009-09-20,123,3220,,,6382,1390,925,4190,566,1680,195,972,2825,3725,14085,48,751,1780,,2150,2163,1162,24600,,152,238,2860
2009-09-13,117,3160,,,6283,1370,885,4165,551,1690,186,960,2700,3650,13989,40,737,1780,,2090,2058,1112,23850,,157,240,2730
2009-09-06,110,2940,,,5933,1340,855,4165,542,1680,178,901,2650,3325,12883,41,693,1730,,2080,1953,1014,24000,,153,242,2580
2009-08-30,109,3000,,,5884,1350,870,4362,561,1730,155,939,2625,3450,13075,41,766,1790,,2040,2016,1020,24100,,162,254,2620
2009-08-23,106,2860,,,5784,1390,865,4510,575,1690,163,948,2525,3325,12498,43,712,1900,,2160,2037,1002,23850,,163,256,2590
2009-08-16,107,2985,,,5834,1450,870,4855,613,1740,167,910,2575,3450,12402,40,707,1890,,2160,2226,965,24800,,153,272,2690
2009-08-09,107,3100,,,5983,1450,825,4781,604,1760,161,886,2225,3500,12498,42,707,1820,,2190,1995,959,24800,,127,276,2720
2009-08-02,109,2930,,,5933,1280,755,4239,632,1790,165,896,2275,3500,12450,41,712,1810,,2320,1848,1026,26500,,133,262,2720
2009-07-26,98,2760,,,5535,1210,740,4116,609,1710,154,844,2100,3400,11008,42,673,1790,,2170,1764,897,21950,,122,230,2430
2009-07-19,96,2725,,,5485,1150,740,3796,556,1600,144,844,1910,3325,10431,41,663,1690,,2170,1596,830,19500,,118,206,2240
2009-07-12,94,2505,,,5136,1140,705,3746,551,1590,150,829,1780,3450,9999,41,663,1720,,2050,1621,811,18600,,123,198,2260
2009-07-05,93,2345,,,5235,1170,725,4067,575,1720,161,820,1860,3250,9662,41,649,1800,,1980,1722,799,19550,,123,196,2280
