Type,ACES,ASII,ICBP,MDKA,SMGR,ADRO,BBCA,INCO,MEDC,TLKM,AKRA,BBNI,INDF,PGAS,UNTR,AMRT,BBRI,INKP,PGEO,UNVR,ANTM,BMRI,ITMG,ARTO,BRPT,KLBF,PTBA
2017-11-19,1210,8200,8950.0,440.0,9873,1770,4235,2928,631,4200,1385,4088,7800,1775,33075,670,3210,5675,,9930,660,3663,20400,21.0,433,1620,2240
2017-11-12,1255,8350,8525.0,440.0,9972,1815,4130,3076,586,4120,1460,3988,8025,1805,32725,680,3200,5700,,9835,705,3525,21500,20.0,402,1600,2375
2017-11-05,1205,8100,8850.0,430.0,10346,1895,4205,3036,590,4090,1515,3875,8225,1780,35300,690,3122,5425,,9975,670,3625,22500,20.0,410,1610,2310
2017-10-29,1410,7900,8900.0,440.0,10745,1840,4060,2760,597,4150,1520,3850,8250,1635,32675,695,3044,4990,,9830,645,3475,21275,20.0,397,1620,2185
2017-10-22,1270,8000,8725.0,440.0,10396,1855,4070,2948,578,4270,1500,3825,8225,1680,33000,680,3049,4640,,9910,660,3550,22350,20.0,387,1700,2120
2017-10-15,1295,8475,8825.0,440.0,10820,1900,4135,2958,601,4430,1445,3813,8325,1640,34250,700,2995,4440,,9850,645,3388,20800,21.0,387,1700,2215
2017-10-08,1290,7975,8650.0,440.0,10670,1875,4090,2780,609,4660,1380,3713,8400,1410,32525,685,3000,4310,,9995,650,3300,20250,21.0,391,1685,2220
2017-10-01,1215,7900,8725.0,440.0,10097,1825,4060,2553,593,4680,1420,3700,8425,1575,32000,695,2980,4190,,9795,640,3363,20250,20.0,397,1665,2090
2017-09-24,1160,7775,8875.0,430.0,9972,1815,3975,2563,700,4640,1430,3738,8525,1610,30675,695,3059,4300,,10000,675,3300,19750,21.0,443,1740,2055
2017-09-17,1085,7850,8700.0,436.0,10346,1775,3775,2691,574,4690,1395,3638,8500,1715,31050,655,2898,3710,,10185,680,3313,19700,23.0,439,1725,1925
2017-09-10,1060,7825,8725.0,457.0,10271,1885,3770,2938,664,4720,1440,3613,8650,1780,31600,690,2927,3200,,10160,700,3319,19650,21.0,430,1730,2475
2017-09-03,1090,7875,8725.0,449.0,10446,1825,3790,2928,628,4690,1355,3675,8375,2120,30300,680,2951,3080,,10110,740,3275,19450,21.0,393,1710,2475
2017-08-27,1080,8000,8850.0,440.0,10546,1945,3820,2849,570,4770,1325,3713,8600,2160,30350,690,2985,2930,,9990,720,3294,20025,22.0,388,1725,2620
2017-08-20,1080,7900,8700.0,440.0,10845,1875,3740,2682,536,4780,1350,3700,8400,2160,29475,685,2956,2850,,9895,685,3275,20575,23.0,369,1750,2630
2017-08-13,1065,7775,8350.0,445.0,10645,1820,3735,2514,534,4680,1305,3638,8250,2150,29600,680,2927,2720,,9500,690,3300,19950,23.0,352,1725,2660
2017-08-06,1100,7775,8300.0,449.0,10296,1870,3715,2425,500,4670,1310,3638,8225,2150,29200,675,2912,2660,,9515,660,3269,20600,23.0,367,1775,2705
2017-07-30,1135,7950,8475.0,430.0,10022,1825,3760,2455,513,4700,1355,3675,8600,2260,29350,675,2829,2670,,9675,690,3344,20525,22.0,337,1720,2635
2017-07-23,1120,8200,8475.0,430.0,10072,1820,3645,2159,493,4560,1260,3475,8575,2210,28825,645,2863,2620,,9545,705,3263,21150,25.0,306,1680,2630
2017-07-16,1145,8725,8700.0,440.0,10147,1665,3680,1932,453,4600,1260,3550,8775,2250,28000,685,2888,2580,,9720,695,3388,19650,24.0,298,1640,2500
2017-07-09,1115,8775,8500.0,421.0,10172,1610,3700,1839,430,4630,1265,3363,8750,2340,27200,595,2937,2440,,9620,710,3313,18250,24.0,296,1625,2480
2017-07-02,1060,8925,8800.0,430.0,9972,1580,3630,1824,435,4520,1305,3300,8600,2250,27450,570,2976,2550,,9760,695,3188,17300,34.0,291,1625,2390
2017-06-25,1060,8925,8800.0,430.0,9972,1580,3630,1824,435,4520,1305,3300,8600,2250,27450,570,2976,2550,,9760,695,3188,17300,34.0,291,1625,2390
2017-06-18,1080,8725,8750.0,412.0,9823,1605,3560,1868,498,4370,1260,3250,8325,2410,26500,570,2863,2440,,9560,720,3119,17000,24.0,311,1575,2280
2017-06-11,1000,8650,8400.0,474.0,9349,1555,3540,1844,510,4330,1290,3200,8500,2340,26500,560,2805,2520,,9510,715,3056,17175,20.0,326,1550,2250
2017-06-04,1005,9000,8700.0,466.0,9299,1470,3510,1853,550,4380,1340,3225,8825,2410,26550,560,2878,2540,,9380,760,3150,15525,21.0,327,1550,2160
2017-05-28,1015,8750,8800.0,414.0,9224,1485,3515,1863,527,4470,1260,3238,8750,2540,24575,560,2776,2550,,9540,700,3038,16000,21.0,312,1505,2150
2017-05-21,970,8750,9100.0,468.0,9174,1465,3580,1903,527,4530,1275,3350,8650,2350,24150,570,2829,2460,,9750,700,3225,15750,22.0,318,1580,2160
2017-05-14,990,8675,8600.0,466.0,8825,1480,3600,1858,430,4400,1270,3338,8475,2460,24375,555,2737,2600,,9360,620,3000,15950,21.0,304,1535,2195
2017-05-07,980,8700,8625.0,459.0,8776,1560,3555,1952,481,4340,1290,3288,8475,2390,25050,550,2717,2730,,9095,630,2994,18400,22.0,311,1550,2300
2017-04-30,935,8950,8775.0,449.0,8801,1775,3550,2189,569,4370,1355,3188,8375,2430,26900,570,2517,2080,,8900,695,2925,19125,21.0,313,1585,2535
2017-04-23,900,9150,8400.0,466.0,8676,1840,3495,2120,603,4420,1320,3075,8025,2410,26925,540,2522,1790,,9105,700,2850,18800,21.0,324,1580,2490
2017-04-16,900,8500,8125.0,468.0,8850,1860,3470,2198,645,4090,1310,3138,7975,2530,28150,550,2478,1635,,9065,735,2913,19800,21.0,358,1580,2500
2017-04-09,935,8575,8175.0,468.0,9150,1890,3470,2248,658,4130,1270,3238,7975,2470,28700,600,2546,1745,,9020,715,3050,20450,20.0,337,1565,2620
2017-04-02,825,8625,8150.0,468.0,8975,1750,3310,2356,666,4130,1250,3238,8000,2530,26500,520,2532,1310,,8665,730,2925,20200,19.0,288,1540,2640
2017-03-26,810,8525,8600.0,402.0,8925,1770,3310,2287,569,4080,1320,3400,8050,2460,27775,535,2566,1280,,8630,730,2975,19875,19.0,294,1505,2365
2017-03-19,860,8475,8700.0,421.0,9199,1705,3190,2307,546,4110,1320,3350,8325,2540,27000,545,2537,1215,,8800,760,2906,17750,19.0,257,1510,2285
2017-03-12,800,8150,8150.0,393.0,9399,1600,3125,2287,494,3950,1225,3150,7925,2710,25750,540,2356,1205,,8460,730,2850,16300,19.0,249,1470,2075
2017-03-05,750,8400,8225.0,429.0,9399,1685,3095,2484,504,3850,1240,3175,8050,2830,25100,545,2312,1260,,8395,755,2838,17525,19.0,222,1485,2195
2017-02-26,775,8125,8325.0,393.0,9548,1700,3100,2425,500,3840,1355,3175,8100,2860,25500,570,2332,1170,,8450,765,2775,17225,19.0,224,1495,2230
2017-02-19,780,7900,8375.0,372.0,9249,1660,3095,2751,527,3870,1285,3150,8000,2760,23875,550,2283,1105,,8520,795,2769,15300,21.0,251,1470,2135
2017-02-12,770,8050,8550.0,365.0,9723,1710,3000,2701,324,3890,1295,3125,8000,2820,23000,550,2346,1105,,8520,810,2850,15400,19.0,236,1485,2200
2017-02-05,760,8100,8450.0,365.0,9174,1720,3095,2731,280,3950,1385,2988,7875,2870,23000,560,2341,1055,,8400,830,2769,15800,22.0,184,1470,2350
2017-01-29,745,8100,8550.0,362.0,9199,1725,3080,2307,261,3890,1340,2875,8000,2800,22600,540,2288,1005,,8340,805,2744,14525,22.0,177,1480,2165
2017-01-22,735,8000,8500.0,371.0,8601,1730,3050,2267,256,3830,1300,2725,8050,2600,22000,550,2302,1045,,8100,885,2750,15100,22.0,177,1500,2360
2017-01-15,755,8000,8525.0,372.0,8751,1700,3055,2445,277,3950,1225,2738,7875,2760,21925,560,2332,1005,,7920,920,2775,15925,17.0,166,1515,2455
2017-01-08,795,8175,8525.0,372.0,9374,1695,3120,2889,287,4000,1180,2800,8025,2840,21700,590,2361,970,,8120,865,2844,16600,20.0,161,1565,2455
2017-01-01,835,8275,8575.0,374.0,9150,1695,3100,2780,251,3980,1200,2763,7925,2700,21250,625,2278,955,,7760,895,2894,16875,20.0,146,1515,2500
2016-12-25,760,7325,7550.0,374.0,9025,1655,2890,2682,234,3690,1115,2625,7275,2520,19675,570,2122,945,,7575,855,2694,16100,18.0,144,1440,2360
2016-12-18,870,7575,8625.0,374.0,9150,1660,2960,3194,254,3820,1220,2675,7750,2730,21975,540,2200,965,,7995,885,2688,17225,18.0,146,1530,2500
2016-12-11,845,7825,8850.0,374.0,9274,1680,2940,3263,256,3960,1280,2738,8050,2840,22800,525,2239,965,,8290,945,2744,16550,20.0,147,1575,2540
2016-12-04,880,7850,8750.0,374.0,9224,1665,2935,3332,261,3910,1290,2650,7450,2710,22975,555,2205,980,,8480,965,2675,16975,19.0,156,1540,2460
2016-11-27,835,7625,8275.0,374.0,8177,1640,2905,3322,243,3830,1330,2513,7425,2610,21900,545,2132,990,,8040,965,2538,16450,20.0,162,1410,2360
2016-11-20,850,7850,9100.0,374.0,8402,1500,2945,3066,252,3970,1395,2613,7775,2390,21300,505,2244,1000,,8050,900,2731,14725,19.0,157,1465,2225
2016-11-13,825,7700,8775.0,374.0,8825,1660,2935,3451,270,3960,1305,2575,7675,2370,22850,525,2337,995,,8200,900,2713,18000,19.0,159,1535,2720
2016-11-06,880,8125,9100.0,376.0,9249,1670,3100,2603,287,4150,1350,2800,8175,2470,21850,500,2419,1010,,8795,910,2775,15400,19.0,141,1725,2495
2016-10-30,865,8175,9525.0,417.0,9947,1580,3120,2593,249,4230,1350,2763,8525,2590,21100,500,2380,1045,,8905,865,2844,14500,19.0,142,1730,2405
2016-10-23,880,8375,9575.0,357.0,9972,1500,3160,2662,263,4210,1305,2713,8725,2440,20200,510,2385,1040,,8830,820,2806,13200,18.0,126,1720,2400
2016-10-16,840,8325,9800.0,363.0,10047,1425,3160,2701,265,4210,1315,2738,8825,2560,19200,492,2385,980,,9000,825,2838,13500,18.0,98,1725,2340
2016-10-09,845,8200,9575.0,363.0,10371,1375,3160,2632,277,4200,1285,2650,8900,2600,19450,510,2337,975,,8900,800,2725,12875,18.0,93,1710,2170
2016-10-02,875,8250,9475.0,374.0,10072,1205,3140,2908,291,4310,1290,2775,8700,2870,17700,525,2380,985,,8910,820,2800,10900,19.0,97,1715,1925
2016-09-25,905,8600,9500.0,365.0,10371,1210,3095,2800,285,4230,1355,2763,8875,2690,17925,530,2356,995,,9110,665,2875,10450,19.0,84,1740,2005
2016-09-18,925,7975,9475.0,356.0,9873,1165,3020,2583,297,4090,1295,2738,8475,2660,17850,535,2327,995,,8860,625,2769,10600,19.0,85,1695,1920
2016-09-11,960,8225,9425.0,356.0,10022,1270,3010,2780,287,4050,1360,2838,8200,2810,17500,570,2293,1020,,8945,690,2713,11150,19.0,94,1710,2025
2016-09-04,950,8100,9700.0,374.0,9972,1170,3000,2622,283,4200,1350,2913,8000,2860,19100,545,2268,1040,,9130,700,2794,11225,19.0,105,1760,1940
2016-08-28,995,8350,9775.0,360.0,10471,1080,3040,2662,306,4210,1365,2913,7925,3350,17700,570,2293,1030,,9280,750,2850,10950,19.0,102,1785,1935
2016-08-21,990,8100,9025.0,361.0,11069,1105,3060,2849,311,4140,1330,2925,8050,3100,16800,545,2341,1085,,9055,790,2863,11600,19.0,94,1700,2015
2016-08-14,965,7975,8600.0,365.0,10969,1135,3000,2583,319,4230,1365,2813,8100,3130,17700,575,2332,1125,,9075,780,2769,11850,19.0,90,1710,2000
2016-08-07,955,7925,8925.0,365.0,10321,1145,3020,2583,310,4350,1340,2825,8400,3350,17300,590,2337,995,,9120,815,2850,12425,20.0,63,1715,2070
2016-07-31,970,7725,8600.0,374.0,9349,1040,2890,2524,320,4230,1350,2675,8325,3290,15750,590,2249,1050,,9010,795,2525,12575,19.0,64,1675,1970
2016-07-24,955,7350,8688.0,372.0,9274,1050,2905,2544,326,4110,1345,2650,7350,2970,15850,590,2229,1015,,8805,810,2481,11600,19.0,50,1595,1935
2016-07-17,970,7100,8500.0,380.0,9025,995,2800,2287,340,4200,1310,2725,7125,2660,15500,590,2244,945,,8900,780,2419,10700,19.0,50,1570,1925
2016-07-10,950,7400,8475.0,371.0,9224,885,2645,1789,356,3970,1285,2575,7025,2340,14800,600,2098,920,,8760,715,2350,9375,20.0,48,1515,1580
2016-07-03,950,7400,8475.0,371.0,9224,885,2645,1789,356,3970,1285,2575,7025,2340,14800,600,2098,920,,8760,715,2350,9375,20.0,48,1515,1580
2016-06-26,860,6700,8525.0,361.0,8825,840,2555,1706,266,3820,1250,2445,7050,2380,14075,600,2010,880,,8700,730,2263,8650,18.0,49,1385,1565
2016-06-19,920,6600,8500.0,359.0,9025,800,2580,1735,266,3890,1185,2330,7050,2380,14000,580,2000,905,,8715,735,2238,8200,18.0,47,1425,1505
2016-06-12,940,6625,8163.0,374.0,8850,890,2585,1789,253,3750,1210,2380,7300,2520,14025,620,2015,910,,8600,720,2319,8800,18.0,47,1420,1560
2016-06-05,900,6600,8038.0,374.0,9000,815,2625,1637,268,3800,1240,2350,7175,2500,14425,590,2029,900,,8630,650,2281,8675,18.0,47,1435,1425
2016-05-29,905,6700,8150.0,356.0,9075,695,2600,1666,272,3760,1205,2315,7075,2480,13900,600,2029,895,,8800,670,2263,8800,18.0,49,1400,1335
2016-05-22,870,6350,7988.0,376.0,8975,670,2605,1484,290,3640,1230,2190,6875,2230,13200,600,1912,915,,8510,660,2175,8075,17.0,46,1400,1260
2016-05-15,875,6325,7800.0,354.0,8975,670,2630,1582,300,3690,1225,2240,7125,2310,13100,600,1927,920,,8880,705,2325,8375,17.0,48,1320,1265
2016-05-08,895,6650,7675.0,356.0,9798,720,2620,1710,325,3490,1180,2310,7200,2460,14200,600,2019,930,,9030,770,2425,7850,18.0,49,1340,1320
2016-05-01,925,6725,7638.0,380.0,9873,730,2610,1834,319,3550,1300,2293,7125,2620,15000,600,2019,1000,,8515,760,2413,7800,17.0,51,1375,1410
2016-04-24,845,7350,7525.0,306.0,10496,745,2625,1918,296,3685,1325,2448,7275,2665,16725,590,2127,1005,,9400,715,2494,7500,17.0,38,1390,1500
2016-04-17,840,7675,7250.0,337.0,10321,700,2620,1824,280,3500,1365,2420,7125,2660,16250,600,1961,930,,8760,655,2313,7200,18.0,40,1420,1425
2016-04-10,830,7200,7563.0,356.0,10396,705,2615,1809,308,3445,1350,2600,7225,2690,15650,600,2107,945,,8600,645,2463,6875,17.0,42,1440,1310
2016-04-03,885,7325,7663.0,372.0,10172,665,2660,1710,273,3350,1380,2550,7225,2660,15300,585,2166,935,,8635,461,2525,6675,17.0,42,1450,1240
2016-03-27,850,7375,7613.0,311.0,10695,660,2665,1770,201,3325,1385,2575,6975,2615,15200,535,2200,930,,8505,458,2556,6525,17.0,54,1295,1300
2016-03-20,815,7450,7888.0,318.0,10471,680,2740,1765,189,3460,1480,2688,6875,2605,15675,550,2171,940,,8890,474,2525,6700,17.0,56,1290,1315
2016-03-13,870,7050,7700.0,346.0,10521,725,2690,1844,185,3380,1570,2675,7300,2605,15300,525,2171,915,,8600,445,2538,6700,16.0,47,1300,1260
2016-03-06,945,6900,7963.0,342.0,10396,680,2715,1755,184,3415,1540,2638,7475,2650,14975,580,2219,930,,9040,403,2444,6650,16.0,45,1320,1160
2016-02-28,870,6800,7563.0,356.0,10222,600,2670,1548,181,3310,1555,2513,6825,2600,15225,570,2117,855,,8780,369,2369,6475,14.0,36,1275,1020
2016-02-21,910,6900,7550.0,356.0,10147,585,2610,1484,159,3195,1540,2550,6725,2585,15925,545,2234,870,,8550,369,2325,5250,15.0,30,1265,934
2016-02-14,865,6825,7363.0,356.0,10845,600,2655,1360,127,3285,1580,2638,6500,2470,16000,590,2302,905,,8220,352,2431,4810,15.0,30,1310,881
2016-02-07,840,6650,8300.0,356.0,10795,640,2685,1425,134,3500,1675,2638,6575,2425,17300,595,2400,880,,8120,342,2588,4790,14.0,30,1355,902
2016-01-31,800,6450,7225.0,374.0,11019,525,2620,1425,134,3340,1470,2455,6200,2405,17400,610,2190,935,,7340,329,2400,4810,14.0,21,1335,890
2016-01-24,790,5900,7325.0,374.0,10321,515,2600,1390,133,3185,1405,2500,5800,2490,16325,565,2200,935,,7120,308,2344,5075,16.0,21,1355,887
2016-01-17,790,6000,7038.0,380.0,10571,449,2600,1415,136,3085,1360,2488,5725,2650,16275,600,2234,940,,7200,315,2319,5425,17.0,16,1440,893
2016-01-10,745,6050,7038.0,380.0,10945,493,2600,1484,145,3145,1525,2500,5675,2555,16250,580,2263,940,,7235,299,2319,5750,,13,1410,861
2016-01-03,825,6000,6738.0,377.0,11368,515,2660,1612,151,3105,1435,2495,5175,2745,16950,580,2229,955,,7400,314,2313,5725,,13,1320,905
2015-12-27,825,6000,6525.0,380.0,11169,500,2635,1459,147,3110,1390,2440,4955,2855,15300,580,2166,940,,7330,304,2219,5650,,12,1245,915
2015-12-20,800,6275,6200.0,380.0,10446,490,2645,1464,144,3060,1415,2480,5050,2705,15350,580,2122,950,,7175,301,2181,5525,,12,1290,956
2015-12-13,795,5900,5775.0,378.0,10720,485,2640,1385,158,2950,1365,2465,4960,2490,14375,570,2112,875,,6935,295,2188,5825,,12,1225,901
2015-12-06,765,6400,6250.0,380.0,10920,525,2625,1508,183,3000,1270,2478,5050,2835,15675,550,2205,895,,7235,321,2188,6650,,13,1310,1035
2015-11-29,805,6225,6288.0,376.0,10994,565,2630,1681,222,2960,1205,2490,5400,2945,16650,540,2205,975,,7700,338,2244,7025,,13,1360,1175
2015-11-22,750,6300,6450.0,372.0,11368,585,2630,1750,216,2915,1210,2600,5650,3000,17075,540,2146,995,,7450,347,2169,7425,,13,1360,1205
2015-11-15,735,6600,6200.0,374.0,10645,580,2585,1839,195,2755,1220,2420,5175,2615,17750,545,2054,960,,7260,319,2169,7250,,14,1355,1275
2015-11-08,675,6600,6500.0,373.0,10645,620,2710,2194,214,2735,1205,2408,5850,2925,17925,545,2088,980,,7400,355,2244,8600,,13,1405,1495
2015-11-01,670,5900,6600.0,374.0,9773,595,2580,2203,204,2680,1180,2378,5525,3000,18100,610,2054,825,,7400,378,2175,8475,,13,1430,1460
2015-10-25,685,6300,6788.0,374.0,10820,670,2695,2208,219,2760,1175,2638,6225,2990,20300,535,2185,835,,7685,397,2350,9400,,14,1460,1450
2015-10-18,720,6300,6600.0,377.0,10371,640,2560,2198,232,2680,1210,2550,6200,3065,18900,565,2010,820,,7515,433,2231,10125,,14,1445,1290
2015-10-11,690,6700,6538.0,377.0,10521,680,2640,2277,228,2700,1170,2513,5800,3000,19700,550,2059,830,,7810,404,2275,10500,,14,1545,1290
2015-10-04,505,5125,6025.0,371.0,9075,520,2375,2445,229,2620,1155,2073,5275,2700,17000,600,1693,795,,7560,404,1919,9725,,15,1345,1115
2015-09-27,515,5550,5813.0,374.0,9449,585,2360,2051,240,2655,1200,2055,5150,2735,17525,550,1668,805,,7250,428,1931,9150,,12,1370,1110
2015-09-20,510,5800,6475.0,380.0,9748,600,2455,1656,261,2690,1150,2143,5225,2920,18400,560,1907,785,,7820,403,2163,9550,,12,1530,1150
2015-09-13,525,6125,6050.0,374.0,10271,565,2385,1459,260,2760,1125,2203,5175,2685,17800,585,1873,780,,7750,407,2163,9175,,14,1550,1130
2015-09-06,565,6200,6075.0,374.0,9025,580,2450,1346,256,2810,1105,2300,5275,2800,19925,560,1966,790,,7790,407,2206,8625,,16,1675,1200
2015-08-30,600,5775,6150.0,377.0,9324,620,2570,1479,261,2865,1200,2500,5225,2755,17825,590,2029,785,,7600,412,2269,9400,,18,1690,1190
2015-08-23,570,6050,6225.0,374.0,7953,490,2375,1439,323,2730,1100,2150,5425,3195,18600,580,1854,865,,7120,424,2125,8750,,19,1510,1115
2015-08-16,585,6425,6250.0,374.0,8701,500,2650,1799,418,2875,1125,2288,5925,3385,19700,595,1995,890,,7360,445,2250,9500,,20,1560,1035
2015-08-09,620,6600,6363.0,374.0,9922,580,2750,1898,475,2955,1180,2500,5975,3625,20200,585,2059,930,,7740,504,2413,10300,,22,1660,1240
2015-08-02,640,6650,6150.0,374.0,10072,590,2620,1932,489,2940,1150,2380,6100,4000,20200,595,1951,960,,8000,399,2381,9725,,22,1745,1200
2015-07-26,640,6650,6213.0,374.0,11194,560,2745,2297,475,2855,1175,2500,6150,4100,18475,600,1971,895,,7995,491,2500,10025,,23,1670,1265
2015-07-19,660,6825,6275.0,374.0,11543,595,2700,2489,485,2825,1110,2538,6225,4215,19275,585,1976,885,,8045,512,2500,11025,,23,1695,1295
2015-07-12,685,6675,6063.0,374.0,11169,635,2660,2494,477,2875,1060,2725,6550,3980,18800,600,2044,885,,8040,521,2500,11500,,23,1640,1450
2015-07-05,635,7050,6288.0,374.0,12216,760,2725,2657,482,2930,1130,2813,6725,4280,19850,620,2112,900,,8275,567,2544,13150,,23,1685,1655
2015-06-28,640,6825,6300.0,375.0,12041,785,2710,2716,508,2935,1210,2638,6625,4325,19350,590,2044,895,,8000,584,2525,13300,,24,1685,1700
2015-06-21,635,7050,6475.0,425.0,12391,810,2740,2810,515,2890,1125,2788,6950,4390,20225,605,2156,890,,8290,596,2500,13300,,24,1655,1805
2015-06-14,645,7075,6675.0,,12490,830,2650,2903,523,2850,1125,2813,6600,4200,20500,580,2024,895,,8245,626,2475,13100,,25,1690,1830
2015-06-07,665,7000,6725.0,,13188,895,2730,3056,516,2855,1140,3113,7050,4300,22200,570,2205,985,,8430,638,2669,12975,,26,1740,1885
2015-05-31,690,7300,7050.0,,13413,860,2825,3076,504,2845,1095,3438,7300,4295,20300,570,2298,1000,,8660,638,2694,13500,,28,1840,1965
2015-05-24,685,7575,6963.0,,13089,885,2870,3411,582,2870,1120,3538,6875,4200,23275,600,2459,1080,,8755,676,2856,14800,,25,1840,2110
2015-05-17,700,7500,6800.0,,13263,905,2705,3391,587,2840,1075,3363,7175,4225,22800,565,2302,1150,,8700,689,2738,15200,,26,1795,2110
2015-05-10,675,7400,6888.0,,13288,860,2755,3179,591,2860,1060,3325,6650,4045,23925,595,2273,1045,,8800,672,2794,14075,,26,1845,1930
2015-05-03,645,6850,6600.0,,12465,875,2695,2755,609,2615,1040,3213,6750,4100,21400,530,2268,1120,,8520,668,2688,12600,,27,1795,1870
2015-04-26,680,7875,7050.0,,13487,970,2980,2686,590,2905,1030,3475,7375,4640,23075,540,2527,975,,8600,727,2975,14725,,28,1905,2105
2015-04-19,690,7975,7175.0,,13762,960,2950,2948,596,2805,1065,3525,7350,4555,23000,550,2537,1010,,7625,739,3000,15050,,26,1860,2150
2015-04-12,715,8150,7125.0,,13388,975,3010,3130,598,2825,1045,3563,7375,4825,23025,565,2541,985,,7880,760,3000,15825,,27,1850,2140
2015-04-05,705,8075,7163.0,,13562,980,2960,3120,598,2825,1105,3600,7375,4795,21975,565,2537,975,,7810,764,3069,16800,,28,1865,2180
2015-03-29,715,8200,7050.0,,13413,950,2890,3243,570,2810,999,3550,7425,4720,21400,565,2551,925,,7820,718,2988,17150,,28,1840,2100
2015-03-22,735,8100,7550.0,,13762,950,2865,3347,523,2920,960,3475,7425,5150,21400,499,2517,930,,7660,743,3050,17650,,27,1810,2070
2015-03-15,800,7875,7313.0,,14186,970,2820,3248,513,2955,1025,3375,7325,5200,20775,465,2488,920,,7975,819,2975,17300,,29,1800,2085
2015-03-08,825,8075,7263.0,,14909,985,2920,3401,546,2985,995,3388,7475,5350,21750,470,2551,930,,7560,840,3025,17100,,29,1845,2185
2015-03-01,845,7850,7150.0,,14834,960,2820,3475,570,2935,974,3438,7400,5200,20750,471,2512,930,,7200,844,3000,16900,,29,1805,2135
2015-02-22,770,7850,7100.0,,14709,995,2810,3386,570,2890,974,3450,7350,5375,19150,470,2483,1075,,7065,865,3019,18200,,29,1790,2120
2015-02-15,760,7950,7113.0,,14410,1000,2805,3569,576,2980,979,3338,7400,5300,18950,475,2341,1080,,7265,882,2975,17575,,29,1870,2295
2015-02-08,750,7600,7200.0,,14734,995,2740,3490,609,2830,921,3338,7500,5250,18500,470,2273,1070,,7330,874,2838,16600,,31,1835,2320
2015-02-01,740,7850,7250.0,,14535,1000,2675,3401,594,2830,939,3125,7550,5050,17900,475,2278,1090,,7165,895,2750,16750,,31,1865,2275
2015-01-25,770,8075,7400.0,,14435,1000,2665,3505,539,2890,892,3050,7625,5375,17875,484,2317,1080,,7240,890,2844,15175,,28,1880,2325
2015-01-18,685,7300,6363.0,,14958,935,2590,3258,555,2845,918,2988,7300,5475,17250,480,2259,1045,,6700,886,2675,14900,,30,1785,2145
2015-01-11,780,7025,6475.0,,15706,1005,2585,3549,631,2860,921,3075,7400,5800,17100,486,2346,1040,,6645,911,2781,15350,,30,1790,2360
2015-01-04,780,7400,6575.0,,16155,1040,2645,3539,706,2860,900,3050,7450,5975,17300,497,2273,1100,,6505,878,2706,15900,,30,1810,2475
2014-12-28,785,7325,6200.0,,16055,1060,2640,3544,656,2845,816,3075,6600,6000,17150,490,2263,1030,,6305,911,2675,15600,,29,1830,2525
2014-12-21,760,7200,6163.0,,15931,1060,2635,3638,673,2815,857,3025,6550,5825,17125,490,2249,1045,,6400,823,2663,15700,,30,1800,2600
2014-12-14,785,7175,5850.0,,16479,1025,2650,3801,671,2825,934,3000,6550,6000,17100,500,2273,1120,,6195,815,2688,16300,,31,1775,2590
2014-12-07,790,7100,5875.0,,16504,1120,2670,4077,694,2840,905,3088,6675,6000,17675,510,2239,1150,,6335,811,2663,18000,,31,1780,2675
2014-11-30,805,7125,5625.0,,15956,1080,2620,3929,711,2825,930,3013,6700,5950,18325,525,2249,1175,,6360,823,2631,19025,,31,1750,2630
2014-11-23,815,6950,5538.0,,16055,1075,2665,4022,699,2765,927,2888,6750,6150,18275,520,2180,1120,,6290,823,2594,18125,,30,1750,2560
2014-11-16,795,7175,5513.0,,15931,1000,2585,3796,703,2740,937,2938,6575,6050,19200,525,2161,1150,,6090,785,2625,17650,,29,1695,2395
2014-11-09,785,6950,5500.0,,15258,1095,2540,3756,700,2615,955,2863,6450,5900,18850,525,2078,1155,,5960,785,2544,19900,,26,1655,2510
2014-11-02,810,6775,5525.0,,15831,1135,2610,3736,732,2750,985,2975,6825,5950,18375,525,2161,1150,,6080,815,2588,21175,,27,1705,2590
2014-10-26,805,6600,5700.0,,15856,1055,2665,3648,736,2870,984,2900,6650,5800,17650,535,2107,1130,,6120,806,2525,21650,,26,1700,2455
2014-10-19,835,6550,5700.0,,15956,980,2515,3618,730,2805,984,2838,6975,5775,17250,520,2088,1055,,6390,798,2481,19500,,26,1690,2530
2014-10-12,820,6500,5550.0,,14809,1090,2560,3603,706,2775,952,2675,6850,5750,19150,550,1971,1055,,6160,832,2388,24625,,26,1640,2560
2014-10-05,845,6600,5475.0,,14584,1105,2425,3510,706,2790,1030,2563,6775,5850,19075,520,1956,1030,,6155,861,2413,27050,,26,1670,2575
2014-09-28,935,7000,5650.0,,15083,1195,2560,3810,661,2880,1040,2750,6950,6000,20150,510,2019,1145,,6360,924,2513,25150,,27,1695,2620
2014-09-21,955,7350,5650.0,,16280,1265,2520,3963,666,2945,1050,2913,7100,5925,21150,535,2107,1205,,6350,924,2631,27100,,28,1675,2580
2014-09-14,955,7225,5638.0,,15731,1305,2410,3983,667,2790,1045,2825,7050,5950,20850,525,2063,1245,,6260,958,2550,26700,,28,1665,2655
2014-09-07,1000,7650,5450.0,,16330,1355,2420,4417,686,2730,1050,2863,6975,5975,21550,494,2137,1320,,6365,991,2619,28800,,28,1680,2775
2014-08-31,935,7575,5250.0,,16180,1315,2240,4121,694,2665,1050,2675,6875,5800,22150,510,2156,1340,,6205,1004,2594,28175,,28,1660,2670
